Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,seasons,release_month,filming_country,continents,profit,roi,domestic_share,intl_gross_share
Night of the Living Dead,1968,1h 36m,R,7.8,114000.0,5452,237994.0,236452,1968-10-04,Fall,10,USA,North America,123994.0,108.76666666666665,99.35208450633209,0.6479154936679077
Multiple Maniacs,1970,1h 31m,Not Rated,6.5,5000.0,9814,39025.0,33036,2022-01-01,Winter,1,USA,North America,34025.0,680.5,84.6534272901986,15.346572709801409
The Exorcist,1973,2h 2m,R,8.1,11000000.0,8175666,430872776.0,233005644,1973-12-26,Winter,12,IRQ,Asia,419872776.0,3817.0252363636364,54.07759714203898,45.922402857961025
Ganja & Hess,1973,1h 52m,R,6.2,,3406,21197.0,21197,1988-03-18,Spring,3,USA,North America,,,100.0,0.0
Jaws,1975,2h 4m,PG,8.1,7000000.0,7061513,477916625.0,267263625,1975-06-20,Summer,6,USA,North America,470916625.0,6727.380357142857,55.92264654948968,44.07735345051032
The Omen,1976,1h 51m,R,7.5,2800000.0,4273886,60922980.0,60922980,1976-06-25,Summer,6,GBR,Europe,58122980.0,2075.820714285714,100.0,0.0
King Kong,1976,2h 14m,PG,6.0,24000000.0,7023921,52614445.0,52614445,1976-12-17,Winter,12,USA,North America,28614445.0,119.22685416666667,100.0,0.0
Exorcist II: The Heretic,1977,1h 57m,R,3.8,14000000.0,6735000,30749142.0,30749142,1977-06-17,Summer,6,USA,North America,16749142.0,119.63672857142858,100.0,0.0
Jaws 2,1978,1h 56m,PG,5.8,20000000.0,9866023,187884007.0,81766007,1978-06-16,Summer,6,USA,North America,167884007.0,839.420035,43.51940769498279,56.48059230501721
Damien: Omen II,1978,1h 47m,R,6.2,6800000.0,3880880,26518355.0,26518355,1978-06-09,Summer,6,USA,North America,19718355.0,289.9758088235294,100.0,0.0
Invasion of the Body Snatchers,1978,1h 55m,PG,7.4,3500000.0,1298129,24949050.0,24946533,1978-12-22,Winter,12,USA,North America,21449050.0,612.83,99.98991143951373,0.01008856048627102
The Amityville Horror,1979,1h 57m,R,6.2,4700000.0,7843467,86432000.0,86432000,1979-07-27,Summer,7,USA,North America,81732000.0,1738.9787234042553,100.0,0.0
Alien,1979,1h 57m,R,8.5,11000000.0,3527881,108610231.0,84206106,1979-06-22,Summer,6,GBR,Europe,97610231.0,887.3657363636363,77.5305468229784,22.4694531770216
The Shining,1980,2h 26m,R,8.4,19000000.0,622337,47962534.0,45634352,1980-06-13,Summer,6,USA,North America,28962534.0,152.4343894736842,95.14583195291559,4.854168047084418
Friday the 13th,1980,1h 35m,R,6.4,550000.0,5816321,39917915.0,39754601,1980-05-09,Spring,5,USA,North America,39367915.0,7157.802727272727,99.590875425232,0.40912457476799574
The Fog,1980,1h 29m,R,6.8,1100000.0,39565,21448830.0,21448782,1980-02-08,Winter,2,USA,North America,20348830.0,1849.8936363636365,99.99977621156958,0.00022378843041788294
Altered States,1980,1h 42m,R,6.9,,174650,19853898.0,19853892,1980-12-25,Winter,12,MEX,North America,,,99.99996977923429,3.0220765715629244e-05
The Island,1980,1h 54m,R,5.3,22000000.0,3123267,15716828.0,15716828,1980-06-13,Summer,6,ATG,North America,-6283172.0,-28.55987272727273,100.0,0.0
Motel Hell,1980,1h 41m,R,6.0,3000000.0,1924776,6342668.0,6342668,1980-10-24,Fall,10,USA,North America,3342668.0,111.42226666666666,100.0,0.0
He Knows You're Alone,1980,1h 34m,R,5.0,250000.0,748824,4875436.0,4875436,1980-08-29,Summer,8,USA,North America,4625436.0,1850.1743999999999,100.0,0.0
An American Werewolf in London,1981,1h 37m,R,7.5,10000000.0,3786512,30820576.0,30565292,1981-08-21,Summer,8,GBR,Europe,20820576.0,208.20576000000003,99.17170918544805,0.828290814551941
Halloween II,1981,1h 32m,R,6.5,2500000.0,7446508,25533818.0,25533818,1981-10-30,Fall,10,USA,North America,23033818.0,921.35272,100.0,0.0
Ghost Story,1981,1h 50m,R,6.3,13500000.0,2105729,23371905.0,23371905,1981-12-18,Winter,12,USA,North America,9871905.0,73.12522222222222,100.0,0.0
Friday the 13th Part 2,1981,1h 27m,R,6.1,1250000.0,6429784,21722975.0,21722776,1981-05-01,Spring,5,USA,North America,20472975.0,1637.838,99.99908391921456,0.0009160807854356964
The Final Conflict,1981,1h 48m,R,5.5,5000000.0,5571675,20471382.0,20471382,1981-03-20,Spring,3,GBR,Europe,15471382.0,309.42764,100.0,0.0
Wolfen,1981,1h 55m,R,6.3,17000000.0,3037911,10626725.0,10626725,1981-07-24,Summer,7,USA,North America,-6373275.0,-37.48985294117647,100.0,0.0
The Funhouse,1981,1h 36m,R,5.9,,2765456,7886999.0,7886857,1981-03-13,Spring,3,USA,North America,,,99.9981995686826,0.0018004313174123643
Student Bodies,1981,1h 26m,R,5.4,,1582148,5165432.0,5165432,1981-08-07,Summer,8,USA,North America,,,100.0,0.0
The Hand,1981,1h 44m,R,5.5,6500000.0,566736,2447576.0,2447576,1981-04-24,Spring,4,USA,North America,-4052424.0,-62.34498461538461,100.0,0.0
Eyes of a Stranger,1981,1h 24m,R,6.0,800000.0,546724,1118634.0,1118634,1981-03-27,Spring,3,USA,North America,318634.0,39.82925,100.0,0.0
Poltergeist,1982,1h 54m,PG,7.3,10700000.0,6896612,77233131.0,77177301,1982-06-04,Summer,6,USA,North America,66533131.0,621.8049626168224,99.92771236996724,0.07228763003276405
The Sword and the Sorcerer,1982,1h 39m,R,5.5,,1798879,39103425.0,39103425,1982-04-30,Spring,4,USA,North America,,,100.0,0.0
Friday the 13th: Part 3,1982,1h 35m,R,5.6,2300000.0,9406522,36696671.0,36690067,1982-08-13,Summer,8,USA,North America,34396671.0,1495.5074347826087,99.98200381718549,0.017996182814511975
Creepshow,1982,2h,R,6.8,8000000.0,5870889,21031312.0,21028755,1982-11-10,Fall,11,USA,North America,13031312.0,162.8914,99.98784193777355,0.012158062226455487
The Thing,1982,1h 49m,R,8.2,15000000.0,3107897,20836881.0,20063820,1982-06-25,Summer,6,CAN,North America,5836881.0,38.91254,96.28993897887116,3.710061021128834
Halloween III: Season of the Witch,1982,1h 38m,R,5.2,2500000.0,6333259,14400000.0,14400000,1982-10-22,Fall,10,USA,North America,11900000.0,476.0,100.0,0.0
The Entity,1982,2h 5m,R,6.7,9000000.0,3685654,13277558.0,13277558,1983-02-04,Winter,2,USA,North America,4277558.0,47.52842222222222,100.0,0.0
Amityville II: The Possession,1982,1h 44m,R,5.6,5000000.0,4104277,12534817.0,12534817,1982-09-24,Fall,9,USA,North America,7534817.0,150.69634000000002,100.0,0.0
The House on Sorority Row,1982,1h 31m,R,5.9,425000.0,617661,10604986.0,10604986,1983-01-21,Winter,1,USA,North America,10179986.0,2395.2908235294117,100.0,0.0
Silent Rage,1982,1h 43m,R,5.4,4500000.0,3693117,10490791.0,10490791,1982-04-02,Spring,4,USA,North America,5990791.0,133.1286888888889,100.0,0.0
Class Reunion,1982,1h 24m,R,4.6,,3086525,10054150.0,10054150,1982-10-29,Fall,10,USA,North America,,,100.0,0.0
The Beast Within,1982,1h 38m,R,5.6,,1250000,7742572.0,7742572,1982-02-12,Winter,2,USA,North America,,,100.0,0.0
Cat People,1982,1h 58m,R,6.2,18000000.0,1617636,7000000.0,7000000,1982-04-02,Spring,4,USA,North America,-11000000.0,-61.111111111111114,100.0,0.0
Mortuary,1982,1h 33m,R,5.1,250000.0,763184,4319001.0,4319001,1983-09-02,Fall,9,USA,North America,4069001.0,1627.6004,100.0,0.0
Jaws 3-D,1983,1h 39m,PG,3.7,20500000.0,13422500,87987055.0,45517055,1983-07-22,Summer,7,USA,North America,67487055.0,329.20514634146343,51.731535962875455,48.26846403712455
Psycho II,1983,1h 53m,R,6.6,5000000.0,8310244,34725000.0,34725000,1983-06-03,Summer,6,USA,North America,29725000.0,594.5,100.0,0.0
Twilight Zone: The Movie,1983,1h 41m,PG,6.4,10000000.0,6614366,29450919.0,29450919,1983-06-24,Summer,6,USA,North America,19450919.0,194.50919,100.0,0.0
Cujo,1983,1h 33m,R,6.1,5000000.0,6114899,21156152.0,21156152,1983-08-12,Summer,8,USA,North America,16156152.0,323.12304,100.0,0.0
Christine,1983,1h 50m,R,6.8,9700000.0,3408904,21045763.0,21017849,1983-12-09,Winter,12,USA,North America,11345763.0,116.96662886597937,99.86736522691052,0.13263477308948124
The Dead Zone,1983,1h 43m,R,7.2,10000000.0,4556083,20766616.0,20766616,1983-10-21,Fall,10,CAN,North America,10766616.0,107.66616,100.0,0.0
Amityville 3-D,1983,1h 45m,PG,4.2,6000000.0,2366472,6333135.0,6333135,1983-11-18,Fall,11,USA,North America,333135.0,5.55225,100.0,0.0
The Keep,1983,1h 36m,R,5.7,11000000.0,1032295,4219430.0,4218594,1983-12-16,Winter,12,GBR,Europe,-6780570.0,-61.64154545454545,99.98018689728234,0.019813102717665655
Gremlins,1984,1h 46m,PG,7.3,11000000.0,12511634,165434642.0,153642180,1984-06-08,Summer,6,USA,North America,154434642.0,1403.9512909090909,92.87183031471727,7.128169685282723
Friday the 13th: The Final Chapter,1984,1h 31m,R,6.0,2600000.0,11183148,32982894.0,32980880,1984-04-13,Spring,4,USA,North America,30382894.0,1168.5728461538463,99.99389380446725,0.0061061955327510065
A Nightmare on Elm Street,1984,1h 31m,R,7.4,1800000.0,1271000,25858216.0,25624448,1984-11-16,Fall,11,USA,North America,24058216.0,1336.5675555555554,99.09596238193694,0.9040376180630558
Firestarter,1984,1h 54m,R,6.1,12000000.0,4726660,17080167.0,17080167,1984-05-11,Spring,5,USA,North America,5080167.0,42.334725,100.0,0.0
Children of the Corn,1984,1h 32m,R,5.6,800000.0,2042821,14568989.0,14568989,1984-03-09,Spring,3,USA,North America,13768989.0,1721.123625,100.0,0.0
Night of the Comet,1984,1h 35m,PG-13,6.3,700000.0,3580578,14418922.0,14418922,1984-11-16,Fall,11,USA,North America,13718922.0,1959.846,100.0,0.0
Dreamscape,1984,1h 39m,R,6.3,,2257627,12145169.0,12145169,1984-08-17,Summer,8,USA,North America,,,100.0,0.0
Terror in the Aisles,1984,1h 24m,R,6.3,,4009866,10004817.0,10004817,1984-10-26,Fall,10,UNK,Unknown,,,100.0,0.0
C.H.U.D.,1984,1h 28m,R,5.6,1250000.0,1762922,4654423.0,4654423,1984-08-31,Summer,8,USA,North America,3404423.0,272.35384,100.0,0.0
Impulse,1984,1h 31m,R,5.9,10000000.0,995570,2773433.0,2773433,1984-09-28,Fall,9,USA,North America,-7226567.0,-72.26567,100.0,0.0
"Silent Night, Deadly Night",1984,1h 19m,R,5.8,1065000.0,1432800,2491460.0,2491460,1984-11-09,Fall,11,USA,North America,1426460.0,133.93990610328638,100.0,0.0
The Power,1984,1h 24m,R,4.5,,929162,929162.0,929162,1984-01-20,Winter,1,USA,North America,,,100.0,0.0
A Nightmare on Elm Street 2: Freddy's Revenge,1985,1h 27m,R,5.5,3000000.0,2865475,29999213.0,29999213,1985-11-01,Fall,11,USA,North America,26999213.0,899.9737666666666,100.0,0.0
Fright Night,1985,1h 46m,R,7.0,9000000.0,6118543,24923853.0,24922237,1985-08-02,Summer,8,USA,North America,15923853.0,176.9317,99.99351625127944,0.0064837487205529586
Friday the 13th: A New Beginning,1985,1h 32m,R,4.8,2200000.0,8032883,21930418.0,21930418,1985-03-22,Spring,3,USA,North America,19730418.0,896.8371818181819,100.0,0.0
House,1985,1h 33m,R,6.1,3000000.0,5923972,19444631.0,19444631,1986-02-28,Winter,2,USA,North America,16444631.0,548.1543666666666,100.0,0.0
The Return of the Living Dead,1985,1h 31m,R,7.3,4000000.0,4403169,14241310.0,14237880,1985-08-16,Summer,8,USA,North America,10241310.0,256.03275,99.9759151370204,0.02408486297959949
Cat's Eye,1985,1h 34m,PG-13,6.3,7000000.0,3451191,13087013.0,13086298,1985-04-12,Spring,4,USA,North America,6087013.0,86.95732857142858,99.99453656842856,0.005463431571436507
Silver Bullet,1985,1h 35m,R,6.4,7000000.0,4013563,12361866.0,12361866,1985-10-11,Fall,10,USA,North America,5361866.0,76.59808571428572,100.0,0.0
Once Bitten,1985,1h 34m,PG-13,5.6,3200000.0,4025657,10000000.0,10000000,1985-11-15,Fall,11,USA,North America,6800000.0,212.5,100.0,0.0
Transylvania 6-5000,1985,1h 33m,PG,5.0,3000000.0,2507542,7196872.0,7196872,1985-11-08,Fall,11,SVN,Europe,4196872.0,139.89573333333334,100.0,0.0
Day of the Dead,1985,1h 41m,Not Rated,7.1,3500000.0,1700000,5001036.0,5000000,1985-07-19,Summer,7,USA,North America,1501036.0,42.886742857142856,99.97928429229464,0.020715707705363448
Re-Animator,1985,1h 24m,Unrated,7.1,900000.0,543728,2025014.0,2023414,1985-10-18,Fall,10,USA,North America,1125014.0,125.00155555555557,99.9209882005754,0.07901179942459657
The New Kids,1985,1h 50m,R,6.1,,199108,199108.0,199108,1985-01-18,Winter,1,USA,North America,,,100.0,0.0
Crimewave,1985,1h 26m,PG-13,5.5,3000000.0,3571,5101.0,5101,1986-04-25,Spring,4,USA,North America,-2994899.0,-99.82996666666666,100.0,0.0
Aliens,1986,2h 17m,R,8.4,18500000.0,10052042,131060248.0,85160248,1986-07-18,Summer,7,GBR,Europe,112560248.0,608.433772972973,64.97793900100052,35.022060998999486
Poltergeist II: The Other Side,1986,1h 31m,PG-13,5.7,19000000.0,12357190,40998097.0,40996665,1986-05-23,Spring,5,USA,North America,21998097.0,115.77945789473685,99.99650715495405,0.0034928450459542058
The Fly,1986,1h 36m,R,7.6,15000000.0,7007423,60629159.0,40456565,1986-08-15,Summer,8,CAN,North America,45629159.0,304.1943933333333,66.72790067894559,33.27209932105441
Little Shop of Horrors,1986,1h 34m,PG-13,7.1,25000000.0,3659884,39064308.0,39032001,1986-12-19,Winter,12,GBR,Europe,14064308.0,56.257232,99.9172979078498,0.08270209215020524
Friday the 13th Part VI: Jason Lives,1986,1h 26m,R,6.0,3000000.0,6750837,19472800.0,19472057,1986-08-01,Summer,8,USA,North America,16472800.0,549.0933333333334,99.9961844213467,0.0038155786533010144
Psycho III,1986,1h 33m,R,5.5,,3238400,14481606.0,14481606,1986-07-02,Summer,7,USA,North America,,,100.0,0.0
Critters,1986,1h 26m,PG-13,6.1,2000000.0,1618800,13167232.0,13167232,1986-04-11,Spring,4,USA,North America,11167232.0,558.3616000000001,100.0,0.0
April Fool's Day,1986,1h 29m,R,6.1,5000000.0,3373779,12947763.0,12947763,1986-03-28,Spring,3,CAN,North America,7947763.0,158.95526,100.0,0.0
Deadly Friend,1986,1h 31m,R,5.6,,3804429,8988731.0,8988731,1986-10-10,Fall,10,USA,North America,,,100.0,0.0
The Texas Chainsaw Massacre 2,1986,1h 41m,Unrated,5.6,4700000.0,2822439,8025872.0,8025872,1986-08-22,Summer,8,USA,North America,3325872.0,70.7632340425532,100.0,0.0
Maximum Overdrive,1986,1h 38m,R,5.4,10000000.0,3205644,7433663.0,7433663,1986-07-25,Summer,7,USA,North America,-2566337.0,-25.66337,100.0,0.0
Witchboard,1986,1h 38m,R,5.7,2000000.0,95435,7369373.0,7369373,1987-03-13,Spring,3,USA,North America,5369373.0,268.46865,100.0,0.0
Trick or Treat,1986,1h 38m,R,5.9,,2912687,6797218.0,6797218,1986-10-24,Fall,10,USA,North America,,,100.0,0.0
Troll,1986,1h 22m,PG-13,4.6,1100000.0,2595054,5450815.0,5450815,1986-01-17,Winter,1,ITA,Europe,4350815.0,395.5286363636364,100.0,0.0
Vamp,1986,1h 33m,R,5.9,3300000.0,2187458,4941117.0,4941117,1986-07-18,Summer,7,USA,North America,1641117.0,49.73081818181818,100.0,0.0
Invaders from Mars,1986,1h 40m,PG,5.5,7000000.0,2046576,4884663.0,4884663,1986-06-06,Summer,6,USA,North America,-2115337.0,-30.219099999999997,100.0,0.0
The Wraith,1986,1h 33m,PG-13,5.9,2700000.0,1402535,3500000.0,3500000,1986-11-21,Fall,11,USA,North America,800000.0,29.629629629629626,100.0,0.0
Deadtime Stories,1986,1h 33m,R,4.7,,708112,2750741.0,2750741,1986-11-28,Fall,11,USA,North America,,,100.0,0.0
Nomads,1986,1h 31m,R,5.2,,1013328,2278264.0,2278264,1986-03-07,Spring,3,USA,North America,,,100.0,0.0
From Beyond,1986,1h 25m,R,6.6,4500000.0,514417,1261000.0,1261000,1986-10-24,Fall,10,ITA,Europe,-3239000.0,-71.97777777777777,100.0,0.0
Night of the Creeps,1986,1h 28m,R,6.7,5000000.0,220800,591842.0,591366,1986-08-22,Summer,8,USA,North America,-4408158.0,-88.16315999999999,99.91957312931493,0.08042687068508149
TerrorVision,1986,1h 25m,R,5.5,,320256,320256.0,320256,1986-02-14,Winter,2,ITA,Europe,,,100.0,0.0
Alien Predator,1986,1h 30m,R,3.9,,2554,,2554,1987-02-06,Winter,2,ESP,Europe,,,,
The Witches of Eastwick,1987,1h 58m,R,6.5,22000000.0,9454238,63766541.0,63766510,1987-06-12,Summer,6,USA,North America,41766541.0,189.84791363636364,99.99995138516294,4.8614837050672074e-05
Predator,1987,1h 47m,R,7.8,15000000.0,12031638,98268458.0,59735548,1987-06-12,Summer,6,MEX,North America,83268458.0,555.1230533333334,60.78811982579395,39.21188017420605
A Nightmare on Elm Street 3: Dream Warriors,1987,1h 36m,R,6.7,4500000.0,8880555,44793222.0,44793222,1987-02-27,Winter,2,USA,North America,40293222.0,895.4049333333334,100.0,0.0
The Lost Boys,1987,1h 37m,R,7.2,8500000.0,5236318,32529773.0,32315444,1987-07-31,Summer,7,USA,North America,24029773.0,282.7032117647059,99.34112973982326,0.658870260176731
Jaws: The Revenge,1987,1h 29m,PG-13,3.0,23000000.0,7154890,51881013.0,20763013,1987-07-17,Summer,7,USA,North America,28881013.0,125.56962173913044,40.020446401075475,59.979553598924525
The Believers,1987,1h 54m,R,6.1,13000000.0,4342732,18753438.0,18753438,1987-06-10,Summer,6,CAN,North America,5753438.0,44.257215384615385,100.0,0.0
Angel Heart,1987,1h 53m,R,7.2,17000000.0,3688721,17185954.0,17185632,1987-03-06,Spring,3,USA,North America,185954.0,1.0938470588235294,99.99812637692386,0.0018736230761469512
Prince of Darkness,1987,1h 42m,R,6.7,3000000.0,4657401,14182579.0,14182492,1987-10-23,Fall,10,USA,North America,11182579.0,372.75263333333334,99.99938657137041,0.000613428629588455
Creepshow 2,1987,1h 32m,R,6.0,3500000.0,3584077,14000000.0,14000000,1987-05-01,Spring,5,USA,North America,10500000.0,300.0,100.0,0.0
The Gate,1987,1h 25m,PG-13,6.0,2500000.0,4258063,13539458.0,13539458,1987-05-15,Spring,5,CAN,North America,11039458.0,441.57831999999996,100.0,0.0
The Hidden,1987,1h 37m,R,7.0,5000000.0,2492618,9748233.0,9747988,1987-10-30,Fall,10,USA,North America,4748233.0,94.96466,99.99748672400423,0.0025132759957625143
House II: The Second Story,1987,1h 28m,PG-13,5.4,,2573934,7800000.0,7800000,1987-08-28,Summer,8,USA,North America,,,100.0,0.0
Evil Dead II,1987,1h 24m,R,7.7,3600000.0,807260,5932279.0,5923044,1987-03-13,Spring,3,USA,North America,2332279.0,64.78552777777777,99.84432626988718,0.15567373011282848
My Demon Lover,1987,1h 28m,PG-13,4.6,,1815583,3922273.0,3922273,1987-04-24,Spring,4,USA,North America,,,100.0,0.0
The Monster Squad,1987,1h 22m,PG-13,6.9,12000000.0,1920678,3771779.0,3769990,1987-08-14,Summer,8,USA,North America,-8228221.0,-68.56850833333333,99.95256880108829,0.04743119891170718
Near Dark,1987,1h 34m,R,6.9,5000000.0,635789,3369628.0,3369307,1988-01-08,Winter,1,USA,North America,-1630372.0,-32.60744,99.9904737258831,0.009526274116905487
The Stepfather,1987,1h 29m,R,6.7,,260587,2488740.0,2488740,1987-06-05,Summer,6,CAN,North America,,,100.0,0.0
Dead of Winter,1987,1h 40m,R,6.2,,951548,2413427.0,2413427,1987-02-06,Winter,2,CAN,North America,,,100.0,0.0
The Kindred,1987,1h 33m,R,5.7,,602834,2407024.0,2407024,1987-01-30,Winter,1,USA,North America,,,100.0,0.0
The Curse,1987,1h 32m,R,5.1,,1169922,1930001.0,1930001,1988-09-14,Fall,9,USA,North America,,,100.0,0.0
From a Whisper to a Scream,1987,1h 39m,R,5.7,1100000.0,154991,1355728.0,1355728,1987-09-25,Fall,9,USA,North America,255728.0,23.247999999999998,100.0,0.0
Prison,1987,1h 42m,R,5.8,4000000.0,63792,345704.0,345704,1987-12-08,Winter,12,USA,North America,-3654296.0,-91.3574,100.0,0.0
My Best Friend Is a Vampire,1987,1h 29m,PG,6.0,,174380,174380.0,174380,1988-05-06,Spring,5,USA,North America,,,100.0,0.0
Happy New Year,1987,1h 25m,PG,5.9,,30625,41232.0,41232,1987-08-07,Summer,8,USA,North America,,,100.0,0.0
Zombie High,1987,1h 33m,R,4.3,,12165,21905.0,21905,1987-10-02,Fall,10,USA,North America,,,100.0,0.0
A Nightmare on Elm Street 4: The Dream Master,1988,1h 33m,R,5.6,6500000.0,12833403,49369899.0,49369899,1988-08-19,Summer,8,USA,North America,42869899.0,659.5369076923076,100.0,0.0
Child's Play,1988,1h 27m,R,6.7,9000000.0,6583963,44196684.0,33244684,1988-11-09,Fall,11,USA,North America,35196684.0,391.0742666666667,75.21986038590587,24.780139614094125
The Serpent and the Rainbow,1988,1h 38m,R,6.4,7000000.0,5848700,19595031.0,19595031,1988-02-05,Winter,2,DOM,North America,12595031.0,179.9290142857143,100.0,0.0
Friday the 13th: The New Blood,1988,1h 28m,R,5.2,2800000.0,8245038,19170001.0,19170001,1988-05-13,Spring,5,USA,North America,16370001.0,584.6428928571428,100.0,0.0
The Seventh Sign,1988,1h 37m,R,5.8,,3768707,18875011.0,18875011,1988-04-01,Spring,4,DMA,North America,,,100.0,0.0
Halloween 4: The Return of Michael Myers,1988,1h 28m,R,5.8,5000000.0,6831250,17768757.0,17768757,1988-10-21,Fall,10,USA,North America,12768757.0,255.37514,100.0,0.0
Poltergeist III,1988,1h 38m,PG-13,4.7,10500000.0,4344308,14114488.0,14114488,1988-06-10,Summer,6,USA,North America,3614488.0,34.423695238095235,100.0,0.0
They Live,1988,1h 34m,R,7.2,4000000.0,4827903,13450603.0,13447978,1988-11-04,Fall,11,USA,North America,9450603.0,236.26507499999997,99.98048414632414,0.01951585367585379
Bad Dreams,1988,1h 24m,R,5.6,4000000.0,4008870,9797098.0,9797098,1988-04-08,Spring,4,UNK,Unknown,5797098.0,144.92745,100.0,0.0
Return of the Living Dead II,1988,1h 29m,R,5.7,6200000.0,3647254,9205924.0,9205924,1988-01-15,Winter,1,USA,North America,3005924.0,48.48264516129032,100.0,0.0
The Blob,1988,1h 35m,R,6.7,10000000.0,2644920,8248524.0,8247943,1988-08-05,Summer,8,USA,North America,-1751476.0,-17.51476,99.9929563155784,0.007043684421600762
Dead Ringers,1988,1h 56m,R,7.2,13000000.0,3012180,8038722.0,8038508,1988-09-23,Fall,9,CAN,North America,-4961278.0,-38.16367692307692,99.99733788530068,0.0026621146993265846
Phantasm II,1988,1h 37m,R,6.4,3000000.0,3012285,7282851.0,7282851,1988-07-08,Summer,7,USA,North America,4282851.0,142.7617,100.0,0.0
The Unholy,1988,1h 42m,R,5.0,,2353452,6337299.0,6337299,1988-04-22,Spring,4,USA,North America,,,100.0,0.0
Elvira: Mistress of the Dark,1988,1h 36m,PG-13,6.6,7500000.0,1660041,5596267.0,5596267,1988-09-30,Fall,9,USA,North America,-1903733.0,-25.383106666666666,100.0,0.0
Monkey Shines,1988,1h 53m,R,6.2,7000000.0,1902024,5344577.0,5344577,1988-07-29,Summer,7,USA,North America,-1655423.0,-23.6489,100.0,0.0
Pumpkinhead,1988,1h 26m,R,6.2,3500000.0,686567,4385516.0,4385516,1989-01-13,Winter,1,USA,North America,885516.0,25.30045714285714,100.0,0.0
Critters 2: The Main Course,1988,1h 26m,PG-13,5.6,4500000.0,1898751,3813293.0,3813293,1988-04-29,Spring,4,USA,North America,-686707.0,-15.260155555555555,100.0,0.0
Dead Heat,1988,1h 24m,R,6.1,5000000.0,1667036,3588626.0,3588626,1988-05-06,Spring,5,USA,North America,-1411374.0,-28.22748,100.0,0.0
Fright Night Part 2,1988,1h 44m,R,5.9,7500000.0,548231,2983784.0,2983784,1989-05-19,Spring,5,USA,North America,-4516216.0,-60.216213333333336,100.0,0.0
976-EVIL,1988,1h 32m,R,5.1,,794049,2955917.0,2955917,1989-03-24,Spring,3,USA,North America,,,100.0,0.0
Lady in White,1988,1h 53m,PG-13,6.6,4700000.0,282652,1705139.0,1705139,1988-04-22,Spring,4,USA,North America,-2994861.0,-63.72044680851063,100.0,0.0
Watchers,1988,1h 31m,R,5.4,,260820,940173.0,940173,1988-12-02,Winter,12,CAN,North America,,,100.0,0.0
Vampire's Kiss,1988,1h 43m,R,6.1,2000000.0,96699,727998.0,725131,1989-06-16,Summer,6,USA,North America,-1272002.0,-63.600100000000005,99.60618023675889,0.39381976324110785
Spellbinder,1988,1h 39m,R,5.8,6000000.0,657446,657446.0,657446,1988-09-23,Fall,9,USA,North America,-5342554.0,-89.04256666666667,100.0,0.0
Ghost Town,1988,1h 25m,R,5.3,,10478,75000.0,75000,1988-11-11,Fall,11,USA,North America,,,100.0,0.0
Pet Sematary,1989,1h 43m,R,6.5,11500000.0,12046179,57470138.0,57469467,1989-04-21,Spring,4,USA,North America,45970138.0,399.7403304347826,99.99883243711717,0.001167562882831428
A Nightmare on Elm Street: The Dream Child,1989,1h 29m,R,5.0,8000000.0,8115176,22168359.0,22168359,1989-08-11,Summer,8,USA,North America,14168359.0,177.1044875,100.0,0.0
The Fly II,1989,1h 45m,R,5.2,,6751371,38903179.0,20021322,1989-02-10,Winter,2,CAN,North America,,,51.46448828770522,48.53551171229477
Shocker,1989,1h 49m,R,5.5,5000000.0,4510990,16554699.0,16554699,1989-10-27,Fall,10,USA,North America,11554699.0,231.09398,100.0,0.0
Leviathan,1989,1h 38m,R,5.8,25000000.0,5029164,15704614.0,15704614,1989-03-17,Spring,3,UNK,Unknown,-9295386.0,-37.181544,100.0,0.0
Friday the 13th Part VIII: Jason Takes Manhattan,1989,1h 40m,R,4.5,5000000.0,6251310,14343976.0,14343976,1989-07-28,Summer,7,CAN,North America,9343976.0,186.87952,100.0,0.0
Halloween 5: The Revenge of Michael Myers,1989,1h 36m,R,4.9,5000000.0,5093428,11642254.0,11642254,1989-10-13,Fall,10,USA,North America,6642254.0,132.84508,100.0,0.0
Warlock,1989,1h 43m,R,6.2,7000000.0,780360,9094451.0,9094451,1991-01-11,Winter,1,USA,North America,2094451.0,29.920728571428572,100.0,0.0
DeepStar Six,1989,1h 39m,R,5.3,8000000.0,3306320,8143225.0,8143225,1989-01-13,Winter,1,USA,North America,143225.0,1.7903125,100.0,0.0
The Phantom of the Opera,1989,1h 33m,R,5.5,,2050000,3954044.0,3953745,1989-11-03,Fall,11,GBR,Europe,,,99.99243812157881,0.007561878421180949
Communion,1989,1h 47m,R,5.5,5000000.0,822123,1919653.0,1919653,1989-11-10,Fall,11,USA,North America,-3080347.0,-61.60694,100.0,0.0
House III: The Horror Show,1989,1h 35m,R,5.1,3000000.0,773348,1738897.0,1738897,1989-04-28,Spring,4,USA,North America,-1261103.0,-42.036766666666665,100.0,0.0
Parents,1989,1h 21m,R,6.1,3000000.0,277952,870532.0,870532,1989-01-27,Winter,1,USA,North America,-2129468.0,-70.98226666666667,100.0,0.0
The Toxic Avenger Part II,1989,1h 42m,R,5.0,2300000.0,28950,792966.0,792966,1989-02-24,Winter,2,JPN,Asia,-1507034.0,-65.52321739130434,100.0,0.0
The Toxic Avenger Part III: The Last Temptation of Toxie,1989,1h 42m,R,4.3,,52080,363561.0,363561,1989-11-24,Fall,11,USA,North America,,,100.0,0.0
