Title,Year,Duration,MPA,Rating,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,seasons,release_month,filming_country,continents,profit,roi,domestic_share,intl_gross_share
Psycho Beach Party,2000,1h 35m,Unrated,6.0,1500000.0,21359,268117.0,268117,2001-09-07,Fall,9,USA,North America,-1231883.0,-82.12553333333334,100.0,0.0
Vampire Hunter D: Bloodlust,2000,1h 43m,R,7.6,,25521,152239.0,151086,2001-09-28,Fall,9,USA,North America,,,99.24263822016698,0.7573617798330258
Ed Gein,2000,1h 29m,Not Rated,5.5,,5708,,5708,2001-07-20,Summer,7,USA,North America,,,,
The Others,2001,1h 44m,PG-13,7.6,17000000.0,14089952,210002906.0,96578502,2001-08-10,Summer,8,ESP,Europe,193002906.0,1135.311211764706,45.98912645523106,54.01087354476894
Scary Movie 2,2001,1h 23m,R,5.4,45000000.0,20503356,141220678.0,71308997,2001-07-04,Summer,7,USA,North America,96220678.0,213.8237288888889,50.49472783298774,49.50527216701225
Thir13en Ghosts,2001,1h 31m,R,5.6,42000000.0,15165355,68467960.0,41867960,2001-10-26,Fall,10,CAN,North America,26467960.0,63.01895238095238,61.14971148548898,38.85028851451102
Jeepers Creepers,2001,1h 30m,R,6.2,10000000.0,13106108,59371303.0,37904175,2001-08-31,Summer,8,USA,North America,49371303.0,493.71303,63.84258570171518,36.15741429828481
From Hell,2001,2h 2m,R,6.7,35000000.0,11014818,74558115.0,31602566,2001-10-19,Fall,10,GBR,Europe,39558115.0,113.02318571428572,42.38648737297074,57.61351262702926
Valentine,2001,1h 36m,R,4.9,29000000.0,10024648,36684136.0,20384136,2001-02-02,Winter,2,CAN,North America,7684136.0,26.49702068965517,55.566624221434566,44.43337577856543
Jason X,2001,1h 32m,R,4.5,11000000.0,6649006,17077882.0,13121555,2002-04-26,Spring,4,CAN,North America,6077882.0,55.25347272727272,76.83362023464035,23.16637976535966
Ghosts of Mars,2001,1h 38m,R,4.9,28000000.0,3804452,14010832.0,8709640,2001-08-24,Summer,8,USA,North America,-13989168.0,-49.96131428571429,62.163617406874906,37.83638259312509
Bones,2001,1h 36m,R,4.5,16000000.0,2823548,8378853.0,7316658,2001-10-24,Fall,10,CAN,North America,-7621147.0,-47.63216875,87.32290684655763,12.677093153442362
The Forsaken,2001,1h 30m,R,5.3,15000000.0,3020159,8704851.0,7288451,2001-04-27,Spring,4,USA,North America,-6295149.0,-41.96766,83.72861293088188,16.271387069118127
Soul Survivors,2001,1h 24m,PG-13,3.9,17000000.0,1140698,4299141.0,3111545,2001-09-07,Fall,9,USA,North America,-12700859.0,-74.71093529411765,72.3759699902841,27.624030009715895
Session 9,2001,1h 37m,R,6.4,1500000.0,76493,1612259.0,378176,2001-09-14,Fall,9,USA,North America,112259.0,7.483933333333333,23.456280907720163,76.54371909227984
The Lost Skeleton of Cadavra,2001,1h 30m,PG,6.8,40000.0,10425,143121.0,143121,,Unknown,0,USA,North America,103121.0,257.80249999999995,100.0,0.0
Wendigo,2001,1h 31m,R,5.1,,1107,,100319,2001-01-23,Winter,1,USA,North America,,,,
The Ring,2002,1h 55m,PG-13,7.1,48000000.0,15015393,249348933.0,129128133,2002-10-18,Fall,10,USA,North America,201348933.0,419.47694375,51.78611813029094,48.21388186970906
Blade II,2002,1h 57m,R,6.7,54000000.0,32528016,155010032.0,82348319,2002-03-22,Spring,3,CAN,North America,101010032.0,187.05561481481482,53.12450938659248,46.87549061340752
28 Days Later,2002,1h 53m,R,7.5,8000000.0,10061858,84661434.0,45064915,2003-06-27,Summer,6,GBR,Europe,76661434.0,958.267925,53.229567313967294,46.7704326860327
Resident Evil,2002,1h 40m,R,6.6,33000000.0,17707106,102984862.0,40119709,2002-03-15,Spring,3,DEU,Europe,69984862.0,212.0753393939394,38.95689931594024,61.04310068405976
The Mothman Prophecies,2002,1h 59m,PG-13,6.4,32000000.0,11208851,55305279.0,35746370,2002-01-25,Winter,1,USA,North America,23305279.0,72.828996875,64.6346436476706,35.3653563523294
Halloween: Resurrection,2002,1h 30m,R,3.9,13000000.0,12292121,37664855.0,30354442,2002-07-12,Summer,7,CAN,North America,24664855.0,189.72965384615387,80.59089036716058,19.40910963283942
Queen of the Damned,2002,1h 41m,R,5.3,35000000.0,14757535,45479110.0,30336800,2002-02-22,Winter,2,AUS,Oceania,10479110.0,29.940314285714287,66.70491133181807,33.29508866818195
Ghost Ship,2002,1h 31m,R,5.6,20000000.0,11503423,68349884.0,30113491,2002-10-25,Fall,10,AUS,Oceania,48349884.0,241.74942000000001,44.05785238786945,55.94214761213054
Darkness,2002,1h 28m,PG-13,5.4,10600000.0,6400000,33988736.0,22163442,2004-12-25,Winter,12,ESP,Europe,23388736.0,220.6484528301887,65.20819720980504,34.791802790194964
Cabin Fever,2002,1h 33m,R,5.6,1500000.0,8400000,30553394.0,21158188,2003-09-12,Fall,9,USA,North America,29053394.0,1936.8929333333333,69.24987777135331,30.750122228646674
Eight Legged Freaks,2002,1h 39m,PG-13,5.5,30000000.0,6485458,45867333.0,17322606,2002-07-17,Summer,7,USA,North America,15867333.0,52.89111,37.76676093201233,62.23323906798767
Feardotcom,2002,1h 41m,R,3.4,40000000.0,5710128,18902015.0,13258249,2002-08-30,Summer,8,LUX,Europe,-21097985.0,-52.7449625,70.14198750768105,29.85801249231894
They,2002,1h 29m,PG-13,4.8,17000000.0,5144090,16446271.0,12840842,2002-11-27,Fall,11,CAN,North America,-553729.0,-3.257229411764706,78.07752894257915,21.922471057420857
Bubba Ho-Tep,2002,1h 32m,R,6.9,1000000.0,35636,1239183.0,1239183,2003-10-10,Fall,10,USA,North America,239183.0,23.918300000000002,100.0,0.0
Below,2002,1h 45m,R,6.1,40000000.0,201431,2622015.0,605562,2002-10-18,Fall,10,USA,North America,-37377985.0,-93.44496249999999,23.09529121686947,76.90470878313053
May,2002,1h 33m,R,6.6,500000.0,34989,264349.0,150277,2003-04-11,Spring,4,USA,North America,-235651.0,-47.1302,56.84795478704289,43.15204521295711
Dahmer,2002,1h 41m,R,5.6,250000.0,16093,144008.0,144008,,Unknown,0,USA,North America,-105992.0,-42.3968,100.0,0.0
Fabled,2002,1h 24m,R,5.0,,9642,31425.0,31425,2002-08-17,Summer,8,USA,North America,,,100.0,0.0
Ted Bundy,2002,1h 39m,R,5.8,1200000.0,1710,68716.0,6073,2002-11-22,Fall,11,USA,North America,-1131284.0,-94.27366666666667,8.83782525176087,91.16217474823914
Freddy vs. Jason,2003,1h 37m,R,5.7,30000000.0,36400000,116643421.0,82633448,2003-08-15,Summer,8,CAN,North America,86643421.0,288.8114033333333,70.84278503800056,29.157214961999443
The Texas Chainsaw Massacre,2003,1h 38m,R,6.2,9500000.0,29100000,107364583.0,80571655,2003-10-17,Fall,10,USA,North America,97864583.0,1030.153505263158,75.0449102941144,24.955089705885598
The Haunted Mansion,2003,1h 28m,PG,5.2,90000000.0,24278410,182290266.0,75847266,2003-11-26,Fall,11,USA,North America,92290266.0,102.54474,41.60796276417744,58.39203723582257
Gothika,2003,1h 38m,R,5.8,40000000.0,19288438,141591324.0,59694580,2003-11-21,Fall,11,CAN,North America,101591324.0,253.97831000000002,42.159772444814486,57.84022755518552
Final Destination 2,2003,1h 30m,R,6.2,26000000.0,16200000,90941129.0,46961214,2003-01-31,Winter,1,CAN,North America,64941129.0,249.7735730769231,51.63913678705264,48.36086321294736
Jeepers Creepers 2,2003,1h 44m,R,5.7,17000000.0,15269324,63102666.0,35667218,2003-08-29,Summer,8,USA,North America,46102666.0,271.1921529411765,56.52252156826464,43.477478431735356
Dreamcatcher,2003,2h 14m,R,5.5,68000000.0,15027423,81240406.0,33715436,2003-03-21,Spring,3,CAN,North America,13240406.0,19.471185294117646,41.5008216477894,58.4991783522106
Darkness Falls,2003,1h 26m,PG-13,5.0,11000000.0,12024917,47488536.0,32551396,2003-01-24,Winter,1,USA,North America,36488536.0,331.71396363636364,68.5457980848262,31.4542019151738
Open Water,2003,1h 19m,R,5.8,500000.0,1100943,54683487.0,30610863,2004-08-20,Summer,8,BHS,North America,54183487.0,10836.6974,55.97825720221537,44.02174279778464
Wrong Turn,2003,1h 24m,R,6.1,12600000.0,5161498,28650575.0,15418790,2003-05-30,Spring,5,CAN,North America,16050575.0,127.38551587301588,53.816686052548675,46.18331394745132
House of 1000 Corpses,2003,1h 29m,R,6.0,7000000.0,3400000,16829545.0,12634962,2003-04-11,Spring,4,USA,North America,9829545.0,140.42207142857143,75.07607603176437,24.923923968235624
House of the Dead,2003,1h 30m,R,2.1,12000000.0,5500000,13818181.0,10249719,2003-10-10,Fall,10,CAN,North America,1818181.0,15.151508333333332,74.17560241829226,25.824397581707753
The Order,2003,1h 42m,R,5.1,38000000.0,4438899,11560806.0,7660806,2003-09-05,Fall,9,USA,North America,-26439194.0,-69.57682631578948,66.26532786727846,33.73467213272154
Willard,2003,1h 40m,PG-13,6.1,20000000.0,4000000,8564586.0,6886089,2003-03-14,Spring,3,CAN,North America,-11435414.0,-57.17706999999999,80.40188982865021,19.598110171349788
The Cremaster Cycle,2003,6h 38m,Not Rated,7.0,,10785,673268.0,665861,2003-04-25,Spring,4,UNK,Unknown,,,98.89984374721507,1.1001562527849236
Hangman's Curse,2003,1h 46m,PG-13,4.8,2000000.0,78084,168406.0,168406,2003-09-12,Fall,9,CAN,North America,-1831594.0,-91.5797,100.0,0.0
Malevolence,2003,1h 30m,R,5.1,200000.0,13445,258782.0,127287,2003-07-14,Summer,7,USA,North America,58782.0,29.391000000000002,49.18696045319999,50.81303954680001
Twentynine Palms,2003,1h 59m,Unrated,5.1,,12870,167999.0,54523,2003-09-17,Fall,9,USA,North America,,,32.45435984738004,67.54564015261995
Gory Gory Hallelujah,2003,1h 36m,Not Rated,4.1,100000.0,2360,12604.0,12604,2003-11-05,Fall,11,USA,North America,-87396.0,-87.396,100.0,0.0
Love Object,2003,1h 28m,R,6.3,1000000.0,4492,6028.0,6028,2004-09-08,Fall,9,USA,North America,-993972.0,-99.3972,100.0,0.0
Exorcism,2003,1h 38m,PG-13,2.2,1000000.0,1303,1303.0,1303,2004-04-01,Spring,4,USA,North America,-998697.0,-99.8697,100.0,0.0
The Grudge,2004,1h 31m,PG-13,5.9,10000000.0,39128715,187281115.0,110359362,2004-10-22,Fall,10,JPN,Asia,177281115.0,1772.81115,58.927117130843655,41.072882869156345
Scooby-Doo 2: Monsters Unleashed,2004,1h 33m,PG,5.3,80000000.0,29438331,181239132.0,84239132,2004-03-26,Spring,3,CAN,North America,101239132.0,126.54891500000001,46.479549460654006,53.520450539346
Alien vs. Predator,2004,1h 41m,PG-13,5.7,60000000.0,38291056,177427090.0,80282231,2004-08-13,Summer,8,FRA,Europe,117427090.0,195.71181666666666,45.24801201439983,54.75198798560017
Hellboy,2004,2h 2m,PG-13,6.9,66000000.0,23172440,99378985.0,59623958,2004-04-02,Spring,4,CZE,Europe,33378985.0,50.5742196969697,59.99654554733076,40.003454452669246
The Stepford Wives,2004,1h 33m,PG-13,5.4,90000000.0,21406781,103370281.0,59484742,2004-06-11,Summer,6,USA,North America,13370281.0,14.855867777777778,57.54530356747313,42.454696432526866
Dawn of the Dead,2004,1h 41m,R,7.2,26000000.0,26722575,102280154.0,59020957,2004-03-19,Spring,3,CAN,North America,76280154.0,293.3852076923077,57.705189806421295,42.294810193578705
Saw,2004,1h 43m,R,7.6,1200000.0,18276468,104004218.0,56000369,2004-10-29,Fall,10,USA,North America,102804218.0,8567.018166666667,53.84432485228628,46.15567514771372
Blade: Trinity,2004,1h 53m,R,5.8,65000000.0,16100000,131977904.0,52411906,2004-12-08,Winter,12,CAN,North America,66977904.0,103.04292923076923,39.712637048698696,60.287362951301304
Resident Evil: Apocalypse,2004,1h 34m,R,6.1,45000000.0,23036273,129342769.0,51201453,2004-09-10,Fall,9,CAN,North America,84342769.0,187.42837555555556,39.58586428592695,60.41413571407305
Exorcist: The Beginning,2004,1h 54m,R,5.1,80000000.0,18054001,78110021.0,41821986,2004-08-20,Summer,8,MAR,Africa,-1889979.0,-2.36247375,53.54240783010415,46.45759216989585
Anacondas: The Hunt for the Blood Orchid,2004,1h 37m,PG-13,4.7,20000000.0,12812287,70992898.0,32238923,2004-08-27,Summer,8,NZL,Oceania,50992898.0,254.96449,45.41147622963638,54.588523770363615
Seed of Chucky,2004,1h 27m,R,4.9,12000000.0,8800000,24829644.0,17083732,2004-11-12,Fall,11,ROU,Europe,12829644.0,106.9137,68.80377342502373,31.196226574976265
Shaun of the Dead,2004,1h 39m,R,7.9,4000000.0,3300000,31636877.0,14461359,2004-09-24,Fall,9,GBR,Europe,27636877.0,690.921925,45.710450497373685,54.28954950262632
Godsend,2004,1h 42m,PG-13,4.8,25000000.0,6900000,30120671.0,14379751,2004-04-30,Spring,4,CAN,North America,5120671.0,20.482684000000003,47.740473643498845,52.259526356501155
Suspect Zero,2004,1h 39m,R,5.8,27000000.0,3446375,11416075.0,8725813,2004-08-27,Summer,8,USA,North America,-15583925.0,-57.71824074074075,76.4344400330236,23.56555996697639
Club Dread,2004,1h 44m,R,5.7,8600000.0,3035688,7565807.0,5001708,2004-02-27,Winter,2,MEX,North America,-1034193.0,-12.025500000000001,66.10937868227408,33.89062131772592
Mindhunters,2004,1h 46m,R,6.3,27000000.0,2000000,21148829.0,4480744,2005-05-13,Spring,5,NLD,Europe,-5851171.0,-21.671003703703704,21.18672386069224,78.81327613930776
Highwaymen,2004,1h 20m,R,5.6,,195436,2442378.0,371396,2004-02-19,Winter,2,CAN,North America,,,15.206327603671504,84.7936723963285
Hellbent,2004,1h 24m,R,5.5,,45047,183066.0,183066,2006-02-22,Winter,2,USA,North America,,,100.0,0.0
Riding the Bullet,2004,1h 38m,R,5.2,5000000.0,101107,264505.0,134711,2005-02-03,Winter,2,CAN,North America,-4735495.0,-94.7099,50.92947203266479,49.07052796733521
Evil Remains,2004,1h 28m,R,3.9,,5499,8747.0,8747,2004-10-22,Fall,10,USA,North America,,,100.0,0.0
Hair High,2004,1h 18m,TV-MA,6.7,,983,5342.0,5342,2005-04-20,Spring,4,UNK,Unknown,,,100.0,0.0
Saw II,2005,1h 33m,R,6.6,4000000.0,31725652,147748505.0,87039965,2005-10-28,Fall,10,CAN,North America,143748505.0,3593.7126249999997,58.910893886878924,41.089106113121076
The Ring Two,2005,1h 50m,PG-13,5.4,50000000.0,35065237,163995949.0,76231249,2005-03-18,Spring,3,USA,North America,113995949.0,227.99189800000002,46.48361710446884,53.51638289553116
Constantine,2005,2h 1m,R,7.0,100000000.0,29769098,230884728.0,75976178,2005-02-18,Winter,2,USA,North America,130884728.0,130.884728,32.90654113770574,67.09345886229427
The Exorcism of Emily Rose,2005,1h 59m,PG-13,6.7,19000000.0,30054300,145166804.0,75072454,2005-09-09,Fall,9,USA,North America,126166804.0,664.0358105263158,51.714615140249286,48.28538485975072
The Amityville Horror,2005,1h 30m,R,5.9,19000000.0,23507007,107516369.0,65233369,2005-04-15,Spring,4,USA,North America,88516369.0,465.8756263157895,60.67296506265013,39.327034937349865
White Noise,2005,1h 41m,PG-13,5.5,10000000.0,24113565,91196419.0,56386759,2005-01-07,Winter,1,CAN,North America,81196419.0,811.9641899999999,61.83001440001718,38.16998559998282
Hide and Seek,2005,1h 41m,R,5.9,30000000.0,21959233,127369981.0,51100486,2005-01-28,Winter,1,USA,North America,97369981.0,324.5666033333333,40.11972491383193,59.88027508616807
The Skeleton Key,2005,1h 44m,PG-13,6.5,43000000.0,16057945,93983911.0,47907715,2005-08-12,Summer,8,USA,North America,50983911.0,118.56723488372094,50.974379008338985,49.02562099166101
Hostel,2005,1h 34m,R,5.9,4800000.0,19556099,81979826.0,47326473,2006-01-06,Winter,1,CZE,Europe,77179826.0,1607.913041666667,57.72941381944382,42.27058618055618
Boogeyman,2005,1h 29m,PG-13,4.2,20000000.0,19020655,67192859.0,46752382,2005-02-04,Winter,2,NZL,Oceania,47192859.0,235.964295,69.57939086949702,30.42060913050299
The Brothers Grimm,2005,1h 58m,PG-13,5.9,88000000.0,15093000,105316267.0,37916267,2005-08-26,Summer,8,CZE,Europe,17316267.0,19.677576136363637,36.002289181024615,63.997710818975385
House of Wax,2005,1h 53m,R,5.5,40000000.0,12077236,68766121.0,32064800,2005-05-06,Spring,5,AUS,Oceania,28766121.0,71.9153025,46.628775236573254,53.37122476342675
The Fog,2005,1h 40m,PG-13,3.7,18000000.0,11752917,46201432.0,29550869,2005-10-14,Fall,10,CAN,North America,28201432.0,156.6746222222222,63.960937401247655,36.03906259875235
Doom,2005,1h 45m,R,5.2,60000000.0,15488870,58072119.0,28212337,2005-10-21,Fall,10,CZE,Europe,-1927881.0,-3.2131350000000003,48.58155253470258,51.41844746529741
Dark Water,2005,1h 45m,PG-13,5.6,30000000.0,9939251,68357079.0,25473352,2005-07-08,Summer,7,USA,North America,38357079.0,127.85693,37.26512655697298,62.73487344302702
Land of the Dead,2005,1h 33m,R,6.2,15000000.0,10221705,47074133.0,20700082,2005-06-24,Summer,6,CAN,North America,32074133.0,213.82755333333333,43.97336855890686,56.02663144109313
Cursed,2005,1h 37m,PG-13,5.1,38000000.0,9600000,29621722.0,19297522,2005-02-25,Winter,2,USA,North America,-8378278.0,-22.0481,65.14652321698246,34.85347678301755
The Devil's Rejects,2005,1h 47m,R,6.7,7000000.0,7067335,20901859.0,17044981,2005-07-22,Summer,7,USA,North America,13901859.0,198.5979857142857,81.54767956285612,18.452320437143893
An American Haunting,2005,1h 23m,PG-13,5.0,14000000.0,6380000,29612137.0,16298046,2006-05-05,Spring,5,ROU,Europe,15612137.0,111.51526428571428,55.03839861337937,44.96160138662063
The Cave,2005,1h 37m,PG-13,5.2,30000000.0,6147294,33296457.0,15007991,2005-08-26,Summer,8,ROU,Europe,3296457.0,10.988190000000001,45.0738377359489,54.926162264051094
Cry Wolf,2005,1h 30m,,5.8,1000000.0,4551000,32586408.0,10047674,2005-09-16,Fall,9,USA,North America,31586408.0,3158.6407999999997,30.833941562383927,69.16605843761607
The Return,2005,1h 25m,PG-13,4.7,15000000.0,4776000,11994195.0,7749851,2006-11-10,Fall,11,USA,North America,-3005805.0,-20.038700000000002,64.61334837394256,35.386651626057436
Alone in the Dark,2005,1h 36m,R,2.4,20000000.0,2834421,12693645.0,5178569,2005-01-28,Winter,1,CAN,North America,-7306355.0,-36.531774999999996,40.796548193997864,59.203451806002136
BloodRayne,2005,1h 35m,R,3.0,25000000.0,1550000,3650275.0,2405420,2006-01-06,Winter,1,ROU,Europe,-21349725.0,-85.3989,65.89695296929683,34.103047030703166
A Sound of Thunder,2005,1h 50m,PG-13,4.2,80000000.0,917398,11665465.0,1900451,2005-09-02,Fall,9,CZE,Europe,-68334535.0,-85.41816875,16.291257999573954,83.70874200042604
Venom,2005,1h 27m,R,4.6,,501000,881779.0,881779,2005-09-16,Fall,9,USA,North America,,,100.0,0.0
Dominion: Prequel to the Exorcist,2005,1h 57m,R,5.1,30000000.0,140703,251495.0,251495,2005-08-01,Summer,8,ITA,Europe,-29748505.0,-99.16168333333333,100.0,0.0
Stomp! Shout! Scream!,2005,1h 19m,PG-13,4.6,400000.0,3730,112791.0,112791,2009-04-01,Spring,4,USA,North America,-287209.0,-71.80225,100.0,0.0
Feast,2005,1h 35m,R,6.2,3200000.0,54556,719135.0,56131,2007-01-18,Winter,1,USA,North America,-2480865.0,-77.52703125,7.805349482364229,92.19465051763576
The Zodiac,2005,1h 32m,R,5.3,1000000.0,20578,86872.0,45148,2006-08-03,Summer,8,USA,North America,-913128.0,-91.31280000000001,51.97071553550051,48.0292844644995
Cruel World,2005,1h 28m,R,3.7,2000000.0,11160,17986.0,17986,2005-10-14,Fall,10,USA,North America,-1982014.0,-99.1007,100.0,0.0
The Roost,2005,1h 20m,TV-14,4.8,,2926,5642.0,5642,2006-01-13,Winter,1,USA,North America,,,100.0,0.0
Nowhere Man,2005,1h 18m,Unrated,4.1,250000.0,173,3105.0,3105,2005-03-11,Spring,3,USA,North America,-246895.0,-98.758,100.0,0.0
Headspace,2005,1h 29m,R,4.6,,1430,1650.0,1650,2005-09-18,Fall,9,USA,North America,,,100.0,0.0
Saw III,2006,1h 48m,R,6.2,10000000.0,33610391,164874275.0,80238724,2006-10-27,Fall,10,CAN,North America,154874275.0,1548.7427500000001,48.66661218070557,51.33338781929443
The Omen,2006,1h 50m,R,5.5,25000000.0,16026496,119975084.0,54607383,2006-06-06,Summer,6,HRV,Europe,94975084.0,379.900336,45.51560305638127,54.48439694361873
Final Destination 3,2006,1h 33m,R,5.8,25000000.0,20125000,118890272.0,54098051,2006-02-10,Winter,2,CAN,North America,93890272.0,375.561088,45.502504191427875,54.497495808572125
When a Stranger Calls,2006,1h 27m,PG-13,5.1,15000000.0,21607203,67062123.0,47860214,2006-02-03,Winter,2,USA,North America,52062123.0,347.08082,71.36698311802625,28.63301688197375
The Hills Have Eyes,2006,1h 47m,R,6.4,15000000.0,15708512,70009308.0,41778863,2006-03-10,Spring,3,MAR,Africa,55009308.0,366.72872,59.67615477644772,40.323845223552276
The Texas Chainsaw Massacre: The Beginning,2006,1h 31m,R,5.8,16000000.0,19150000,51764406.0,39517763,2006-10-06,Fall,10,USA,North America,35764406.0,223.5275375,76.34157532880799,23.658424671192016
The Grudge 2,2006,1h 42m,PG-13,5.1,20000000.0,20825300,70711175.0,39143839,2006-10-13,Fall,10,USA,North America,50711175.0,253.555875,55.35735900301473,44.64264099698527
The Wicker Man,2006,1h 42m,PG-13,3.8,40000000.0,9610204,38806015.0,23649127,2006-09-01,Fall,9,CAN,North America,-1193985.0,-2.9849625,60.941910680599385,39.058089319400615
The Covenant,2006,1h 37m,PG-13,5.2,20000000.0,8852458,37598767.0,23380495,2006-09-08,Fall,9,CAN,North America,17598767.0,87.993835,62.184206732098424,37.815793267901576
Stay Alive,2006,1h 25m,PG-13,5.0,7000000.0,10726406,27298695.0,23086480,2006-03-24,Spring,3,USA,North America,20298695.0,289.9813571428572,84.56990343311283,15.430096566887173
Pulse,2006,1h 30m,PG-13,4.7,20500000.0,8203822,29907685.0,20264436,2006-08-11,Summer,8,ROU,Europe,9407685.0,45.89114634146341,67.75661840760995,32.243381592390044
Black Christmas,2006,1h 35m,R,4.7,9000000.0,3723364,21510851.0,16273581,2006-12-25,Winter,12,CAN,North America,12510851.0,139.00945555555555,75.65289257965667,24.34710742034334
See No Evil,2006,1h 24m,R,5.1,8000000.0,4581233,18707966.0,15032800,2006-05-19,Spring,5,AUS,Oceania,10707966.0,133.84957500000002,80.35507441054789,19.644925589452107
The Night Listener,2006,1h 31m,R,5.9,4000000.0,3600000,10639686.0,7836393,2006-08-04,Summer,8,USA,North America,6639686.0,165.99215,73.65248372931306,26.34751627068694
Slither,2006,1h 35m,R,6.5,15000000.0,3880270,12834936.0,7802450,2006-03-31,Spring,3,CAN,North America,-2165064.0,-14.433760000000001,60.7907199537263,39.209280046273705
Turistas,2006,1h 33m,R,5.4,10000000.0,3582554,14756513.0,7027762,2006-12-01,Winter,12,BRA,South America,4756513.0,47.565129999999996,47.624814886823195,52.375185113176805
Bug,2006,1h 42m,R,6.1,4000000.0,3245556,8095931.0,7025810,2007-05-25,Spring,5,USA,North America,4095931.0,102.39827500000001,86.7819896192297,13.21801038077029
Skinwalkers,2006,1h 50m,R,4.5,,565000,3269736.0,1018965,2007-08-10,Summer,8,CAN,North America,,,31.16352512863424,68.83647487136577
Thr3e,2006,1h 41m,PG-13,4.9,2400000.0,740000,1420418.0,1008849,2007-01-05,Winter,1,POL,Europe,-979582.0,-40.815916666666666,71.02479692597531,28.975203074024687
The Gravedancers,2006,1h 35m,R,5.4,,2482000,478535.0,321875,2008-08-27,Summer,8,USA,North America,,,67.26258267420356,32.73741732579644
Dark Ride,2006,1h 34m,R,4.6,,2482000,321875.0,321875,2006-10-20,Fall,10,USA,North America,,,100.0,0.0
The Hamiltons,2006,1h 26m,R,5.0,,2482000,321875.0,321875,2006-04-29,Spring,4,USA,North America,,,100.0,0.0
Wicked Little Things,2006,1h 34m,R,5.0,,2482000,392287.0,321875,2007-03-21,Spring,3,BGR,Europe,,,82.05089641002633,17.949103589973667
Unrest,2006,1h 28m,R,5.0,2500000.0,2482000,2795983.0,321875,2007-10-24,Fall,10,USA,North America,295983.0,11.83932,11.512051396592899,88.4879486034071
Penny Dreadful,2006,1h 32m,R,4.8,,2482000,394447.0,321875,2006-11-18,Fall,11,USA,North America,,,81.60158398973753,18.39841601026247
Night of the Living Dead 3D,2006,1h 20m,R,3.1,750000.0,215300,1657729.0,271000,2006-11-10,Fall,11,USA,North America,907729.0,121.03053333333334,16.347665993657586,83.65233400634241
Brand Upon the Brain!,2006,1h 35m,Not Rated,7.3,,46412,298982.0,263200,2008-09-24,Fall,9,USA,North America,,,88.0320554414647,11.967944558535297
Hatchet,2006,1h 33m,R,5.7,1500000.0,100358,208550.0,175281,2009-07-04,Summer,7,USA,North America,-1291450.0,-86.09666666666666,84.04747063054423,15.952529369455767
Mulberry St,2006,1h 24m,R,5.5,60000.0,512000,97182.0,97182,2007-04-27,Spring,4,USA,North America,37182.0,61.970000000000006,100.0,0.0
Nightmare Man,2006,1h 29m,R,4.0,250000.0,512000,97182.0,97182,2006-08-04,Summer,8,USA,North America,-152818.0,-61.1272,100.0,0.0
Behind the Mask: The Rise of Leslie Vernon,2006,1h 32m,R,6.7,,38500,69136.0,69136,2006-10-13,Fall,10,USA,North America,,,100.0,0.0
The Last Winter,2006,1h 41m,Not Rated,5.5,5000000.0,8090,97522.0,33190,2008-09-24,Fall,9,ISL,Europe,-4902478.0,-98.04956,34.03334632185558,65.96665367814441
Hood of Horror,2006,1h 24m,R,4.1,5000000.0,25900,25900.0,25900,2007-12-12,Winter,12,USA,North America,-4974100.0,-99.482,100.0,0.0
The Strange Case of Dr. Jekyll and Mr. Hyde,2006,1h 29m,R,3.7,750000.0,19111,79226.0,24216,2006-09-29,Fall,9,USA,North America,-670774.0,-89.43653333333333,30.56572337363997,69.43427662636003
The Tripper,2006,1h 33m,R,5.0,3000000.0,20840,20840.0,20840,2006-10-13,Fall,10,USA,North America,-2979160.0,-99.30533333333334,100.0,0.0
Poultrygeist: Night of the Chicken Dead,2006,1h 43m,Not Rated,6.0,500000.0,10624,22623.0,13804,2012-07-06,Summer,7,USA,North America,-477377.0,-95.4754,61.017548512575694,38.9824514874243
Abominable,2006,1h 34m,R,5.1,,1810,1810.0,1810,2021-06-06,Summer,6,USA,North America,,,100.0,0.0
I Am Legend,2007,1h 41m,PG-13,7.2,150000000.0,77211321,585410052.0,256393010,2007-12-14,Winter,12,USA,North America,435410052.0,290.273368,43.797165614778336,56.20283438522166
Paranormal Activity,2007,1h 26m,R,6.3,15000.0,77873,193355933.0,107918810,2009-10-16,Fall,10,USA,North America,193340933.0,1288939.5533333335,55.813549822647545,44.18645017735246
1408,2007,1h 44m,PG-13,6.8,25000000.0,20617667,132963417.0,71985628,2007-06-22,Summer,6,USA,North America,107963417.0,431.853668,54.13942392891422,45.86057607108578
Saw IV,2007,1h 33m,R,5.9,10000000.0,31756764,139352633.0,63300095,2007-10-26,Fall,10,CAN,North America,129352633.0,1293.5263300000001,45.42439826020367,54.57560173979633
Halloween,2007,1h 49m,R,6.0,15000000.0,26362367,80460948.0,58272029,2007-08-31,Summer,8,USA,North America,65460948.0,436.40632000000005,72.42274724379335,27.57725275620665
Sweeney Todd: The Demon Barber of Fleet Street,2007,1h 56m,R,7.3,50000000.0,9300805,153384272.0,52898073,2007-12-21,Winter,12,GBR,Europe,103384272.0,206.768544,34.48728628447641,65.51271371552359
Resident Evil: Extinction,2007,1h 34m,R,6.2,45000000.0,23678580,147717833.0,50648679,2007-09-21,Fall,9,MEX,North America,102717833.0,228.2618511111111,34.28745058831184,65.71254941168816
